task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
mbpp_80,mbpp,pass,0,,0,,0,2.000,1.000,81.290,51.891,1.875,97.297,0.000,0.000,0.000,81.948,88.092,100.000,67.330,100.000,2.000,1.000,81.290,51.891,1.875,97.297,0.000,0.000,0.000,40
mbpp_417,mbpp,pass,0,,0,,0,10.000,4.000,72.004,4.755,0.500,2.377,4.000,0.000,5.000,28.871,38.080,33.803,26.623,60.645,8.000,4.000,100.000,0.000,0.000,0.000,3.000,0.000,4.000,110
HumanEval_88,humaneval,pass,0,,0,,0,4.000,2.000,74.819,48.106,2.500,120.264,1.000,0.000,1.000,69.528,74.844,75.862,67.762,82.667,2.000,2.000,50.083,50.189,2.250,112.926,1.000,0.000,2.000,58
mbpp_18,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,0.038,10.000,9.091,2.575,21.538,26.000,8.000,55.249,68.532,2.400,164.478,5.000,0.000,7.000,43
mbpp_282,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,50.313,51.467,56.250,41.733,80.702,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,43
mbpp_467,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,6.439,17.201,27.027,3.717,32.432,10.000,2.000,65.149,66.608,3.750,249.780,1.000,0.000,0.000,34
mbpp_291,mbpp,pass,0,,0,,0,9.000,4.000,64.645,99.912,4.000,399.647,3.000,0.000,1.000,33.227,36.640,56.098,18.491,50.794,9.000,2.000,64.291,122.624,3.077,377.304,1.000,0.000,1.000,108
mbpp_448,mbpp,pass,0,,0,,0,7.000,2.000,69.720,45.000,0.714,32.143,1.000,0.000,1.000,17.018,22.653,43.590,18.639,38.323,19.000,5.000,58.292,75.284,3.500,263.495,4.000,0.000,0.000,80
mbpp_321,mbpp,fail,0,,0,,0,3.000,3.000,76.922,56.473,3.667,207.067,0.000,0.000,4.000,41.352,54.779,65.625,25.497,63.768,8.000,3.000,68.531,42.000,2.700,113.400,2.000,0.000,3.000,81
mbpp_323,mbpp,pass,0,,0,,0,13.000,7.000,60.166,77.709,3.111,241.762,2.000,0.000,3.000,4.498,13.248,17.778,13.293,30.460,22.000,15.000,51.585,391.120,8.276,3236.853,23.000,0.000,2.000,151
mbpp_131,mbpp,pass,0,,0,,0,14.000,4.000,61.022,83.026,4.571,379.549,5.000,0.000,3.000,11.374,29.652,29.213,11.890,29.474,13.000,5.000,61.864,60.229,3.000,180.686,7.000,0.000,0.000,151
mbpp_262,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,33.924,53.815,45.455,40.182,100.000,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,36
HumanEval_20,humaneval,pass,0,,0,,0,4.000,2.000,74.663,25.266,1.200,30.319,0.000,0.000,4.000,2.249,10.026,7.500,6.060,34.091,16.000,6.000,88.998,51.891,2.857,148.261,16.000,0.000,4.000,106
mbpp_136,mbpp,fail,1,magic_number,1,magic_number,0,7.000,3.000,65.679,162.627,3.714,604.043,3.000,0.000,0.000,18.412,33.243,38.636,12.590,53.892,15.000,4.000,57.109,242.499,3.864,936.929,4.000,0.000,0.000,265
mbpp_352,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,7.027,32.146,27.027,14.142,48.571,6.000,4.000,74.151,15.510,1.000,15.510,6.000,0.000,2.000,32
mbpp_246,mbpp,fail,0,,0,,0,8.000,2.000,68.022,51.891,2.857,148.261,1.000,0.000,1.000,10.367,31.737,25.000,15.943,51.667,10.000,3.000,64.642,75.284,3.500,263.495,2.000,0.000,0.000,78
mbpp_221,mbpp,pass,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,1.000,26.023,34.692,51.429,15.768,82.143,3.000,3.000,79.524,24.000,1.500,36.000,0.000,0.000,1.000,36
mbpp_357,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,37.875,57.652,58.824,18.189,75.000,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,32
mbpp_305,mbpp,pass,0,,0,,0,6.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,48.006,68.887,72.000,69.866,100.000,6.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,72
mbpp_247,mbpp,pass,0,,0,,0,11.000,5.000,61.822,129.450,6.111,791.084,7.000,0.000,3.000,42.213,45.901,58.824,28.056,73.737,15.000,9.000,57.160,191.157,4.000,764.627,11.000,0.000,3.000,166
HumanEval_31,humaneval,pass,0,,0,,0,2.000,3.000,80.912,53.774,3.571,192.052,1.000,0.000,3.000,15.797,25.031,37.838,16.777,52.778,7.000,4.000,68.815,39.863,2.667,106.302,4.000,0.000,1.000,48
mbpp_169,mbpp,pass,0,,0,,0,5.000,2.000,76.147,15.510,1.000,15.510,1.000,0.000,1.000,26.658,40.014,56.000,17.804,65.385,10.000,3.000,66.718,38.039,2.000,76.078,2.000,0.000,1.000,54
HumanEval_71,humaneval,pass,0,,0,,0,5.000,4.000,67.278,262.331,6.857,1798.841,2.000,0.000,1.000,83.770,75.215,87.879,77.522,91.398,7.000,4.000,80.868,262.331,6.857,1798.841,2.000,0.000,1.000,98
mbpp_231,mbpp,pass,0,,0,,0,6.000,4.000,68.422,63.117,2.571,162.300,3.000,0.000,3.000,10.165,22.992,38.621,18.944,36.725,13.000,5.000,57.871,282.026,3.636,1025.550,8.000,0.000,2.000,108
mbpp_170,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,1.000,23.446,35.490,52.632,14.443,57.627,5.000,2.000,76.473,13.932,0.500,6.966,1.000,0.000,1.000,37
mbpp_178,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,1.000,34.792,57.220,53.659,19.170,44.000,7.000,3.000,100.000,0.000,0.000,0.000,4.000,0.000,1.000,52
HumanEval_98,humaneval,pass,1,magic_number,1,magic_number,0,2.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,1.000,3.884,24.009,27.586,4.149,46.429,6.000,3.000,95.793,15.510,1.000,15.510,3.000,0.000,2.000,39
mbpp_214,mbpp,fail,0,,0,,0,3.000,1.000,81.121,15.510,1.000,15.510,0.000,0.000,0.000,44.113,67.496,66.667,26.647,78.049,4.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,0.000,34
mbpp_311,mbpp,pass,0,,0,,0,12.000,4.000,61.732,106.274,5.950,632.331,4.000,0.000,0.000,60.339,65.518,83.333,55.832,83.453,9.000,4.000,63.716,97.672,5.333,520.919,4.000,0.000,0.000,110
HumanEval_0,humaneval,pass,0,,0,,0,4.000,2.000,76.147,15.510,1.000,15.510,0.000,0.000,3.000,5.228,18.879,14.286,14.060,30.928,9.000,5.000,95.606,28.529,1.500,42.794,10.000,0.000,2.000,80
HumanEval_51,humaneval,pass,1,magic_number,1,magic_number,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,28.404,50.170,60.000,44.773,84.000,2.000,3.000,67.731,4.755,0.500,2.377,0.000,0.000,2.000,45
HumanEval_44,humaneval,pass,0,,0,,0,8.000,3.000,68.011,49.829,5.000,249.145,2.000,0.000,1.000,51.304,62.801,58.065,62.135,90.000,6.000,2.000,83.384,38.039,3.200,121.725,1.000,0.000,1.000,74
mbpp_461,mbpp,fail,0,,0,,0,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,6.754,23.905,29.268,5.255,35.294,5.000,4.000,71.048,43.020,2.000,86.039,4.000,0.000,2.000,36
